"ID","treeID","creatorID","specID","easting","northing","height","DBH","remarks","plot","level"
814,"r00713","jk","BUR",477840.06,5632241.47,NA,0.37,"Abt.1 oberhang","dm-003",NA
815,"r00714","jk","BUR",477842.88,5632231.01,NA,0.42,"Abt.1 oberhang","dm-003",NA
816,"r00715","jk","BUR",477845.6,5632238.86,NA,0.33,"Abt.1 oberhang","dm-003",NA
817,"r00716","jk","EIT",477837.79,5632236.7,NA,0.46,"Abt.1 oberhang","dm-003",NA
818,"r00717","jk","EIT",477838.72,5632225.91,NA,0.45,"Abt.1 oberhang","dm-003",NA
819,"r00718","jk","EIT",477810.69,5632205.95,NA,0.41,"Abt.1 mittelhang. auch Saftfluss. DELAWI 00277","dm-002",NA
820,"r00719","jk","BUR",477815.74,5632207.41,NA,0.48,"Abt.1 mittelhang. DELAWI 00247","dm-002",NA
821,"r00720","SBSF","BUR",477527.87,5632057.86,31.5,0.38,NA,"fs-016",7
822,"r00721","SBSF","BUR",477536.43,5632061.26,35.3,0.39,NA,"fs-016",8
823,"r00722","SBSF","BUR",477537.26,5632064.35,23.4,0.39,NA,"fs-016",5
824,"r00723","SBSF","BUR",477540.03,5632056.64,38.6,0.54,NA,"fs-016",8
825,"r00724","SBSF","BUR",477544.63,5632055.56,41,0.56,NA,"fs-016",9
826,"r00725","SBSF","BUR",477533.8,5632044.73,26.5,0.37,NA,"fs-016",6
827,"r00726","SBSF","BUR",477532.86,5632047.93,34.7,0.49,NA,"fs-016",7
828,"r00727","SBSF","BUR",477530.57,5632050.59,31.5,0.57,NA,"fs-016",7
829,"r00728","SBSF","DGL",477392.94,5632015.18,40.4,0.73,NA,"fs-017",9
830,"r00729","SBSF","EIT",477395.76,5632021.11,32.9,0.27,NA,"fs-017",7
831,"r00730","SBSF","BUR",477385.26,5632017.7,43.4,0.38,NA,"fs-017",9
832,"r00731","SBSF","DGL",477383.22,5632017.38,44.3,0.88,NA,"fs-017",9
833,"r00732","SBSF","BUR",477381.81,5632012.88,18.3,0.2,NA,"fs-017",4
834,"r00733","SBSF","DGL",477385.37,5632010.83,47.6,0.66,NA,"fs-017",10
835,"r00734","SBSF","BUR",477389.92,5632006.72,41,0.36,NA,"fs-017",9
836,"r00735","SBSF","BUR",477398.38,5632007.72,45.2,0.32,NA,"fs-017",10
837,"r00736","SBSF","BUR",477396.81,5632009.53,45,0.14,NA,"fs-017",9
838,"r00737","SBSF","BUR",477399.61,5632012.88,7.8,0.25,NA,"fs-017",2
839,"r00738","SBSF","BUR",477453.45,5631771.98,32.9,0.18,NA,"fs-011",7
840,"r00739","SBSF","BUR",477452.09,5631776.17,32.9,0.55,NA,"fs-011",7
841,"r00740","SBSF","BUR",477447.96,5631782.64,24.6,0.23,NA,"fs-011",5
842,"r00741","SBSF","BUR",477452.54,5631786.34,24.6,0.59,NA,"fs-011",5
843,"r00742","SBSF","BUR",477458.09,5631786.66,36.1,0.25,NA,"fs-011",8
844,"r00743","SBSF","BUR",477456.74,5631773.87,43.4,0.33,NA,"fs-011",9
845,"r00744","SBSF","BUR",477444.9,5631812.51,21,0.19,NA,"fs-012",5
846,"r00745","SBSF","BUR",477447.71,5631810.26,34.4,0.43,NA,"fs-012",7
847,"r00746","SBSF","BUR",477449.63,5631811.95,8,0.13,NA,"fs-012",2
848,"r00747","SBSF","BUR",477449.19,5631814.55,36.5,0.6,NA,"fs-012",8
849,"r00748","SBSF","BUR",477449.38,5631822.32,40.4,0.54,NA,"fs-012",9
850,"r00749","SBSF","BUR",477443.58,5631819.83,20.4,0.46,NA,"fs-012",5
851,"r00750","SBSF","BUR",477440.88,5631820.72,27.5,0.25,NA,"fs-012",6
852,"r00751","SBSF","BUR",477435.02,5631813.76,35.3,0.45,NA,"fs-012",8
853,"r00752","SBSF","BUR",477448.91,5631805.34,8,0.13,NA,"fs-012",2
854,"r00753","DGLJS","FIG",477881.11,5632068.9,24,0.27,NA,"fs-028",5
855,"r00754","DGLJS","FIG",477880.42,5632072.98,24,0.18,NA,"fs-028",5
856,"r00755","DGLJS","FIG",477879.51,5632069.28,24,0.41,NA,"fs-028",5
857,"r00756","jk","FIG",477874.6,5632080.86,NA,0.22,NA,"fs-028",NA
858,"r00757","DGLJS","FIG",477875.06,5632077.94,24,0.14,NA,"fs-028",5
859,"r00758","DGLJS","BUR",477548.7,5632126.55,13,0.18,NA,"fs-034",3
860,"r00759","DGLJS","BUR",477554.04,5632121.53,13,0.16,NA,"fs-034",3
861,"r00760","SBSF","HBU",477402.73,5632262.08,27,0.1,NA,"fs-014",6
862,"r00761","SBSF","HBU",477406.82,5632262.06,27,0.13,NA,"fs-014",6
863,"r00762","SBSF","HBU",477402.3,5632261.84,27,0.09,NA,"fs-014",6
864,"r00763","jk","BUR",477410.78,5631959.43,NA,0.55,NA,"fs-006",NA
865,"r00764","jk","BUR",477830.59,5632166.56,NA,0.09,NA,"fs-001",NA
866,"r00765","SBSF","HBU",477406.01,5632259.88,27,0.08,NA,"fs-014",6
867,"r00766","SBSF","HBU",477404.75,5632259.09,27,0.13,NA,"fs-014",6
868,"r00768","SBSF","BUR",477403.64,5632259.47,27,0.14,NA,"fs-014",6
869,"r00769","SBSF","HBU",477404.17,5632258.27,27,0.08,NA,"fs-014",6
870,"r00770","SBSF","BUR",477403.37,5632254.34,27,0.29,NA,"fs-014",6
871,"r00771","SBSF","EIT",477406.73,5632253.32,27,0.09,"daneben auﬂerhalb Esche Fraxinus excelsior","fs-014",6
872,"r00772","SBSF","BUR",477407.85,5632252.03,27,0.22,NA,"fs-014",6
873,"r00773","SBSF","HBU",477409.37,5632253.56,27,0.13,NA,"fs-014",6
874,"r00774","SBSF","BUR",477411.32,5632252.57,27,0.1,NA,"fs-014",6
875,"r00775","SBSF","BUR",477412.59,5632251.91,27,0.1,NA,"fs-014",6
876,"r00776","SBSF","BUR",477413.61,5632255.91,27,0.12,NA,"fs-014",6
877,"r00777","SBSF","HBU",477414.76,5632256.33,27,0.13,"Totholz","fs-014",6
878,"r00778","SBSF","HBU",477415.92,5632254.95,27,0.1,NA,"fs-014",6
879,"r00779","SBSF","BUR",477415.83,5632252.46,27,0.24,NA,"fs-014",6
880,"r00780","SBSF","BUR",477491.42,5631735.46,29.6,0.43,"Abt. 3 oberhang. dm-006. neu ausgew‰hlt 21.09.2018 jk und dg","fs-013",6
881,"r00781","SBSF","EIT",477481.91,5631734.79,39.4,0.45,"Abt. 3 oberhang. dm-006","fs-013",8
882,"r00782","SBSF","BUR",477480.41,5631731.94,43.4,0.47,"Abt. 3 oberhang. dm-006. neu ausgew‰hlt 21.09.2018 jk und dg","fs-013",9
883,"r00783","SBSF","BUR",477488.24,5631731.73,41.9,0.38,NA,"fs-013",9
884,"r00784","SBSF","EIT",477483.18,5631726.09,38.9,0.38,NA,"fs-013",8
885,"r00785","SBSF","BUR",477488.96,5631724.53,41.9,0.53,"Abt. 3 oberhang. dm-006","fs-013",9
886,"r00786","SBSF","EIT",477492.18,5631730.2,40.4,0.4,NA,"fs-013",9
887,"r00787","SBSF","EIT",477496.01,5631728.6,16.8,0.42,NA,"fs-013",4
888,"r00800","GHKLRRS","BUR",477863.34,5632322.26,16.2,0.2,NA,"fs-020",4
889,"r00801","GHKLRRS","BUR",477871.42,5632323.87,30.8,0.57,NA,"fs-020",7
890,"r00802","GHKLRRS","BUR",477877.04,5632321.6,29.1,0.71,NA,"fs-020",6
891,"r00803","GHKLRRS","BUR",477868.33,5632316.47,15.9,0.19,NA,"fs-020",4
892,"r00804","GHKLRRS","BUR",477874.73,5632326.14,5.2,0.15,NA,"fs-020",2
893,"r00805","GHKLRRS","BUR",477697.09,5631891.41,19.1,0.33,NA,"fs-021",4
894,"r00806","GHKLRRS","BUR",477701.55,5631893.03,19.3,0.48,NA,"fs-021",4
895,"r00807","GHKLRRS","BUR",477704.76,5631893.84,11.8,0.13,NA,"fs-021",3
896,"r00808","GHKLRRS","BUR",477702.03,5631894.27,9.9,0.1,NA,"fs-021",2
897,"r00809","GHKLRRS","BUR",477698.85,5631895.89,18.9,0.25,NA,"fs-021",4
898,"r00810","GHKLRRS","BUR",477695.82,5631893.78,5.2,0.07,NA,"fs-021",2
899,"r00811","GHKLRRS","EIT",477694.67,5631892.81,18.5,0.38,NA,"fs-021",4
900,"r00812","GHKLRRS","BUR",477692.16,5631893.34,12.8,0.12,NA,"fs-021",3
901,"r00813","GHKLRRS","BUR",477691.32,5631894.48,12.8,0.14,NA,"fs-021",3
902,"r00814","GHKLRRS","BUR",477687.89,5631891.62,18.1,0.23,NA,"fs-021",4
903,"r00815","GHKLRRS","BUR",477686.38,5631892.18,10.2,0.1,NA,"fs-021",3
904,"r00816","GHKLRRS","BUR",477688.34,5631889.32,12.9,0.11,NA,"fs-021",3
905,"r00817","GHKLRRS","BUR",477687.1,5631886.69,10.5,0.11,NA,"fs-021",3
906,"r00818","GHKLRRS","BUR",477694.02,5631884.58,24.3,0.47,NA,"fs-021",5
907,"r00819","GHKLRRS","BUR",477696.52,5631880.5,15.3,0.14,NA,"fs-021",4
908,"r00820","GHKLRRS","BUR",477697.2,5631882.99,14.6,0.12,NA,"fs-021",3
909,"r00821","GHKLRRS","BUR",477699.04,5631883.16,17.1,0.17,NA,"fs-021",4
910,"r00822","GHKLRRS","EIT",477702.25,5631888.04,21.4,0.48,NA,"fs-021",5
911,"r00823","GRLGS","BUR",477525.92,5632013.6,25.2,0.54,NA,"fs-007",6
912,"r00824","GRLGS","BUR",477528.49,5632012.23,11.6,0.12,NA,"fs-007",3
913,"r00825","GRLGS","EIT",477529.44,5632009.85,14,0.52,NA,"fs-007",3
914,"r00826","GRLGS","BUR",477531.52,5632012.94,12.9,0.14,NA,"fs-007",3
915,"r00827","GRLGS","BUR",477530.43,5632014.22,31.6,0.42,NA,"fs-007",7
916,"r00828","GRLGS","BUR",477533.44,5632017.57,30.6,0.45,NA,"fs-007",7
917,"r00829","GRLGS","BUR",477527.02,5632020.2,44.6,0.68,NA,"fs-007",9
918,"r00830","GRLGS","BUR",477524.23,5632018.92,41,0.43,NA,"fs-007",9
919,"r00831","GRLGS","BUR",477516.71,5632016.96,37,0.25,NA,"fs-007",8
920,"r00832","GRLGS","BUR",477519.56,5632010.3,42.6,0.54,NA,"fs-007",9
921,"r00833","GRLGS","BUR",477489.44,5631803.61,51.6,0.66,NA,"fs-002",10
922,"r00834","GRLGS","BUR",477490.2,5631810.55,43.6,0.5,NA,"fs-002",9
923,"r00835","GRLGS","BUR",477494.36,5631809.43,47.6,0.46,NA,"fs-002",10
924,"r00836","GRLGS","BUR",477503.01,5631811.14,40.4,0.46,NA,"fs-002",9
925,"r00837","GRLGS","BUR",477494.14,5631815.48,24.6,0.22,NA,"fs-002",5
926,"r00838","GRLGS","BUR",477494.64,5631816.12,47.6,0.51,NA,"fs-002",10
927,"r00839","GRLGS","BUR",477488.13,5631819.13,21.6,0.22,NA,"fs-002",5
928,"r00840","SBSF","BUR",477616.35,5632159.41,27,0.13,NA,"fs-015",6
929,"r00842","SBSF","BUR",477619.1,5632159.76,27,0.07,NA,"fs-015",6
930,"r00843","SBSF","BUR",477617.9,5632160.53,27,0.13,NA,"fs-015",6
931,"r00845","SBSF","BUR",477617.4,5632162.15,27,0.22,NA,"fs-015",6
932,"r00846","SBSF","BUR",477619.15,5632162.66,27,0.16,NA,"fs-015",6
933,"r00847","SBSF","BUR",477618.31,5632162.85,27,0.11,NA,"fs-015",6
934,"r00848","SBSF","BUR",477612.2,5632161.81,27,0.13,NA,"fs-015",6
935,"r00849","SBSF","BUR",477613.41,5632161.86,27,0.09,NA,"fs-015",6
936,"r00850","SBSF","BUR",477615.47,5632162.25,27,0.1,NA,"fs-015",6
937,"r00851","SBSF","BUR",477616.42,5632162.63,27,0.22,NA,"fs-015",6
938,"r00852","jk","EIT",477540.16,5631775.06,NA,0.37,NA,"fs-010",NA
939,"r00854","SBSF","BUR",477619.13,5632162.82,27,0.08,NA,"fs-015",6
940,"r00855","SBSF","BUR",477615.27,5632163.1,27,0.13,NA,"fs-015",6
941,"r00856","SBSF","BUR",477617.28,5632164.79,27,0.13,NA,"fs-015",6
942,"r00857","SBSF","BUR",477618.48,5632165.53,27,0.16,NA,"fs-015",6
943,"r00858","SBSF","BUR",477616.37,5632166.77,27,0.13,NA,"fs-015",6
944,"r00859","SBSF","BUR",477615.38,5632166.81,27,0.09,NA,"fs-015",6
945,"r00860","jk","BUR",477419.54,5631964.96,NA,0.35,NA,"fs-006",NA
946,"r00861","dg","EIT",477799.54,5632205.75,NA,0.48,"auch Saftfluss. DELAWI 00275","dm-002",NA
947,"r00862","SBSF","BUR",477612.29,5632165.44,27,0.13,NA,"fs-015",6
948,"r00863","SBSF","BUR",477612.84,5632166.39,27,0.13,NA,"fs-015",6
949,"r00864","SBSF","BUR",477613.94,5632168.3,27,0.16,NA,"fs-015",6
950,"r00865","SBSF","BUR",477615.08,5632169.6,27,0.1,NA,"fs-015",6
951,"r00866","SBSF","BUR",477610.65,5632165.41,27,0.17,NA,"fs-015",6
952,"r00867","SBSF","BUR",477612.37,5632167.4,27,0.13,NA,"fs-015",6
953,"r00868","SBSF","BUR",477610.72,5632170.34,27,0.16,NA,"fs-015",6
954,"r00869","jk","HBU",477901.94,5632156.81,12,0.18,NA,"fs-027",3
955,"r00871","jk","BUR",477537.74,5631775.86,NA,0.23,NA,"fs-010",NA
956,"r00872","jk","BUR",477901.83,5632154.93,9,0.14,NA,"fs-027",2
957,"r00873","SBSF","BUR",477608.33,5632164.81,27,0.19,NA,"fs-015",6
958,"r00874","SBSF","BUR",477607.7,5632165.95,27,0.1,NA,"fs-015",6
959,"r00875","SBSF","BUR",477604.89,5632167.83,27,0.18,NA,"fs-015",6
960,"r00876","SBSF","BUR",477603.21,5632167.64,27,0.16,NA,"fs-015",6
961,"r00877","SBSF","BUR",477411.3,5632260.02,27,0.6,NA,"fs-014",6
962,"r00878","SBSF","HBU",477417.54,5632255.31,27,0.08,NA,"fs-014",6
963,"r00879","SBSF","BUR",477418.65,5632256.37,27,0.15,NA,"fs-014",6
964,"r00880","SBSF","BUR",477419.34,5632255.97,27,0.12,NA,"fs-014",6
965,"r00881","SBSF","BUR",477419.7,5632259.24,27,0.13,NA,"fs-014",6
966,"r00882","SBSF","BUR",477420.39,5632259.12,27,0.11,NA,"fs-014",6
967,"r00883","SBSF","BUR",477420.66,5632259.59,27,0.16,NA,"fs-014",6
968,"r00884","SBSF","HBU",477421.02,5632260.25,27,0.08,NA,"fs-014",6
969,"r00886","SBSF","BUR",477417.83,5632260.77,27,0.1,NA,"fs-014",6
970,"r00887","SBSF","BUR",477418.33,5632260.77,27,0.1,NA,"fs-014",6
971,"r00888","SBSF","HBU",477418.6,5632261.43,27,0.11,NA,"fs-014",6
972,"r00889","dg","BUR",477417.64,5632085.89,NA,0.76,NA,"fs-031",NA
973,"r00890","SBSF","HBU",477418.81,5632262.14,27,0.08,NA,"fs-014",6
974,"r00891","SBSF","HBU",477418.66,5632262.81,27,0.11,NA,"fs-014",6
975,"r00892","SBSF","HBU",477414.64,5632265.56,27,0.1,NA,"fs-014",6
976,"r00894","SBSF","HBU",477411.86,5632264.68,27,0.12,NA,"fs-014",6
977,"r00895","SBSF","HBU",477411.33,5632269.36,27,0.09,NA,"fs-014",6
978,"r00896","SBSF","HBU",477411.03,5632267.07,27,0.11,NA,"fs-014",6
979,"r00897","SBSF","BUR",477410.57,5632266.05,27,0.08,NA,"fs-014",6
980,"r00898","SBSF","HBU",477410.04,5632265.06,27,0.08,NA,"fs-014",6
981,"r00899","SBSF","HBU",477410.01,5632264.33,27,0.11,NA,"fs-014",6
982,"r00900","SBSF","HBU",477408.88,5632266.69,27,0.07,NA,"fs-014",6
983,"r00902","SBSF","HBU",477407.94,5632267.71,27,0.08,NA,"fs-014",6
984,"r00903","SBSF","HBU",477407.74,5632268.17,27,0.1,NA,"fs-014",6
985,"r00905","SBSF","HBU",477407.9,5632267.48,27,0.1,NA,"fs-014",6
986,"r00906","SBSF","BUR",477406.85,5632268.97,27,0.13,NA,"fs-014",6
987,"r00907","SBSF","HBU",477407.87,5632265.63,27,0.09,"Totholz","fs-014",6
988,"r00908","SBSF","BUR",477405.57,5632266.62,27,0.11,NA,"fs-014",6
989,"r00909","SBSF","HBU",477404.93,5632267.79,27,0.09,NA,"fs-014",6
990,"r00910","SBSF","HBU",477404.64,5632266.52,27,0.09,NA,"fs-014",6
991,"r00912","SBSF","HBU",477405.22,5632265.82,27,0.07,NA,"fs-014",6
992,"r00913","SBSF","HBU",477403.06,5632265.56,27,0.1,NA,"fs-014",6
993,"r00914","SBSF","HBU",477403.15,5632265.32,27,0.09,NA,"fs-014",6
994,"r00915","dg","BUR",477418.1,5631987.44,NA,0.08,NA,"fs-006",NA
995,"r00917","SBSF","HBU",477405.27,5632263.33,27,0.09,NA,"fs-014",6
996,"r00918","SBSF","BUR",477402.95,5632263.71,27,0.1,NA,"fs-014",6
997,"r00919","SBSF","HBU",477404.33,5632261.95,27,0.08,NA,"fs-014",6
998,"r00920","GHKLRRS","BUR",477802.69,5632220.95,23.5,0.4,"Abt.1 mittelhang. dm-002. DELAWI 00268","fs-018",5
999,"r00921","GHKLRRS","EIT",477807.44,5632224.06,20.7,0.35,"Abt.1 mittelhang. dm-002. DELAWI 00252","fs-018",5
1000,"r00922","GHKLRRS","BUR",477804.36,5632224.44,12.9,0.14,NA,"fs-018",3
1001,"r00923","GHKLRRS","BUR",477803.49,5632222.26,9.2,0.13,NA,"fs-018",2
1002,"r00924","GHKLRRS","EIT",477802.65,5632227.18,20.6,0.29,NA,"fs-018",5
1003,"r00925","GHKLRRS","HBU",477803.03,5632228.98,11.8,0.12,NA,"fs-018",3
1004,"r00926","GHKLRRS","BUR",477797.67,5632225.41,24.4,0.35,"Abt.1 mittelhang. dm-002","fs-018",5
1005,"r00927","GHKLRRS","BUR",477798.69,5632218.48,25.9,0.49,NA,"fs-018",6
1006,"r00928","GHKLRRS","BUR",477799.9,5632216.49,6.6,0.14,NA,"fs-018",2
1007,"r00929","GHKLRRS","BUR",477800.85,5632214.64,17.3,0.2,NA,"fs-018",4
1008,"r00930","GHKLRRS","BUR",477804.26,5632211.8,17.9,0.25,NA,"fs-018",4
1009,"r00931","GHKLRRS","BUR",477803.55,5632217.9,14.7,0.17,NA,"fs-018",3
1010,"r00932","GHKLRRS","BUR",477807.25,5632217.31,20.2,0.3,NA,"fs-018",5
1011,"r00933","GHKLRRS","BUR",477811.56,5632217.66,24.7,0.39,NA,"fs-018",5
1012,"r00934","GHKLRRS","BUR",477819.59,5632293.46,17,0.22,NA,"fs-019",4
1013,"r00935","GHKLRRS","EIT",477819.69,5632290.48,21.7,0.43,NA,"fs-019",5
1014,"r00936","GHKLRRS","HBU",477814.22,5632293.82,9.9,0.19,NA,"fs-019",2
1015,"r00937","GHKLRRS","EIT",477822.65,5632287.38,23.9,0.41,NA,"fs-019",5
1016,"r00938","GHKLRRS","BUR",477824.39,5632285.55,11.8,0.22,NA,"fs-019",3
1017,"r00939","GHKLRRS","BUR",477831.68,5632288,14.8,0.21,NA,"fs-019",3
1018,"r00940","GHKLRRS","BUR",477829.35,5632292.4,22.1,0.41,NA,"fs-019",5
1019,"r00941","GHKLRRS","EIT",477830.09,5632295.91,22.2,0.51,NA,"fs-019",5
1020,"r00942","GHKLRRS","BUR",477833.66,5632294.17,6.8,0.23,NA,"fs-019",2
1021,"r00943","GHKLRRS","BUR",477827.65,5632298.24,10.4,0.16,NA,"fs-019",3
1022,"r00944","GHKLRRS","HBU",477824.87,5632302.34,11.9,0.19,NA,"fs-019",3
1023,"r00945","GHKLRRS","EIT",477820.26,5632302.26,22.5,0.41,NA,"fs-019",5
1024,"r00946","SBSF","BUR",477767.97,5632312.74,25.8,0.35,NA,"fs-009",6
1025,"r00947","SBSF","BUR",477766.16,5632309.6,22.3,0.35,NA,"fs-009",5
1026,"r00948","SBSF","BUR",477758.92,5632316.87,11.3,0.21,NA,"fs-009",3
1027,"r00949","SBSF","BUR",477762.75,5632317.96,25.8,0.29,NA,"fs-009",6
1028,"r00950","SBSF","EIT",477766.85,5632317.48,32.7,0.48,NA,"fs-009",7
1029,"r00951","SBSF","EIT",477770.63,5632309.98,35.4,0.45,NA,"fs-009",8
1030,"r00952","SBSF","BUR",477765.74,5632313.92,24.8,0.19,NA,"fs-009",5
1031,"r00953","SBSF","EIT",477759.53,5632310.66,37,0.51,NA,"fs-009",8
1032,"r00954","SBSF","EIT",477757.85,5632322.15,34.3,0.45,NA,"fs-009",7
1033,"r00955","SBSF","BUR",477602.98,5632166.07,27,0.11,NA,"fs-015",6
1034,"r00956","SBSF","BUR",477605.44,5632166.73,27,0.08,NA,"fs-015",6
1035,"r00957","SBSF","BUR",477606.33,5632164.98,27,0.13,NA,"fs-015",6
1036,"r00958","SBSF","BUR",477607.04,5632164.27,27,0.13,NA,"fs-015",6
1037,"r00959","SBSF","BUR",477606.48,5632163.37,27,0.1,"Totholz","fs-015",6
1038,"r00962","SBSF","BUR",477855.43,5632210.52,18.4,0.22,NA,"fs-008",4
1039,"r00963","SBSF","BUR",477854.53,5632216.16,31,0.44,NA,"fs-008",7
1040,"r00964","SBSF","EIT",477857.75,5632210.52,23.4,0.52,NA,"fs-008",5
1041,"r00965","SBSF","BUR",477851.89,5632215.04,15.5,0.16,NA,"fs-008",4
1042,"r00966","SBSF","BUR",477849,5632218.7,11.7,0.21,NA,"fs-008",3
1043,"r00967","SBSF","BUR",477861.32,5632214.02,8.5,0.18,NA,"fs-008",2
1044,"r00968","SBSF","BUR",477853.66,5632204.44,40.4,0.35,NA,"fs-008",9
1045,"r00969","SBSF","BUR",477851.75,5632205.97,20.6,0.22,NA,"fs-008",5
1046,"r00970","SBSF","BUR",477850.96,5632209.34,18.7,0.24,NA,"fs-008",4
1047,"r00971","SBSF","BUR",477858.22,5632219.8,10.2,0.21,NA,"fs-008",3
1048,"r00972","SBSF","BUR",477854.51,5632201.57,34.5,0.3,NA,"fs-008",7
1049,"r00973","SBSF","BUR",477606.29,5632163.23,27,0.18,NA,"fs-015",6
1050,"r00974","SBSF","BUR",477603.54,5632162.5,27,0.18,NA,"fs-015",6
1051,"r00975","SBSF","BUR",477600.54,5632161.37,27,0.15,NA,"fs-015",6
1052,"r00976","SBSF","BUR",477604.03,5632160.33,27,0.21,NA,"fs-015",6
1053,"r00977","SBSF","BUR",477604.11,5632159.25,27,0.11,NA,"fs-015",6
1054,"r00978","SBSF","BUR",477607.32,5632159.53,27,0.1,NA,"fs-015",6
1055,"r00979","SBSF","BUR",477603.03,5632155.15,27,0.2,NA,"fs-015",6
1056,"r00980","SBSF","BUR",477603.41,5632154.61,27,0.09,NA,"fs-015",6
1057,"r00981","SBSF","BUR",477602.93,5632157.95,27,0.15,NA,"fs-015",6
1058,"r00982","SBSF","BUR",477604.64,5632154.34,27,0.18,NA,"fs-015",6
1059,"r00983","SBSF","BUR",477604.52,5632153.33,27,0.18,NA,"fs-015",6
1060,"r00984","SBSF","BUR",477606.83,5632152.82,27,0.11,NA,"fs-015",6
1061,"r00985","SBSF","BUR",477608.57,5632157.61,27,0.29,NA,"fs-015",6
1062,"r00986","SBSF","BUR",477609.38,5632158.22,27,0.08,"Totholz","fs-015",6
1063,"r00987","SBSF","AHB",477611.1,5632154.77,27,0.16,NA,"fs-015",6
1064,"r00988","SBSF","AHB",477612.98,5632153.01,27,0.14,NA,"fs-015",6
1065,"r00989","SBSF","BUR",477614.94,5632152.71,27,0.16,NA,"fs-015",6
1066,"r00990","SBSF","BUR",477617.22,5632155.26,27,0.11,"Totholz","fs-015",6
1067,"r00991","SBSF","BUR",477616.83,5632155.58,27,0.18,NA,"fs-015",6
1068,"r00992","SBSF","BUR",477615.93,5632157.02,27,0.13,NA,"fs-015",6
1069,"r00993","SBSF","BUR",477614.63,5632157.96,27,0.18,NA,"fs-015",6
1070,"r00994","SBSF","BUR",477612.85,5632159.25,27,0.11,NA,"fs-015",6
1071,"r00995","SBSF","BUR",477613.42,5632158.84,27,0.25,NA,"fs-015",6
1072,"r00996","SBSF","BUR",477618.23,5632157.15,27,0.18,NA,"fs-015",6
1073,"r00997","SBSF","BUR",477613.69,5632159.7,27,0.18,NA,"fs-015",6
1074,"r00998","SBSF","BUR",477615.33,5632158.97,27,0.13,NA,"fs-015",6
1075,"r00999","SBSF","BUR",477613.16,5632160,27,0.09,NA,"fs-015",6
1076,"r00767","jk","BUR",477530.41,5631784.89,NA,0.45,NA,"fs-010",NA
1077,"r08900","FMLRS","EIS",NA,NA,18,0.518845114,"Art ueberpr¸fen","fs-051",4
1078,"r00141","FMLRS","HBU",NA,NA,13.8,0.22281692,"","fs-051",3
1079,"r00135","FMLRS","HBU",NA,NA,17.5,0.241915513,"","fs-051",4
1080,"r00681","FMLRS","HBU",NA,NA,17.9,0.232366217,"","fs-051",4
1081,"r00885","FMLRS","HBU",NA,NA,11.1,0.270563403,"","fs-051",3
1082,"r00137","FMLRS","BUR",NA,NA,18.1,0.241915513,"","fs-051",4
1083,"r00808","FMLRS","BUR",NA,NA,20.9,0.401070457,"","fs-051",5
1084,"r00016","FMLRS","BUR",NA,NA,13.8,0.216450723,"","fs-051",3
1085,"r00012","FMLRS","BUR",NA,NA,14.6,0.175070437,"","fs-051",3
1086,"r00139","FMLRS","HBU",NA,NA,11.8,0.241915513,"","fs-051",3
1087,"r00911","FMLRS","EIS",NA,NA,23,0.544309905,"Art ueberpr¸fen","fs-051",5
1088,"r00901","FMLRS","BUR",NA,NA,9.6,0.155971844,"","fs-051",2
1089,"r00844","FMLRS","BUR",NA,NA,38.6,0.592056388,"","fs-052",8
1090,"r00841","FMLRS","BUR",NA,NA,26.2,0.206901426,"","fs-052",6
1091,"r00893","FMLRS","BUR",NA,NA,24,0.206901426,"","fs-052",5
1092,"r00916","FMLRS","HBU",NA,NA,19.6,0.124140856,"","fs-052",4
1093,"r00138","FMLRS","EIT",NA,NA,23,0.429718346,"","fs-052",5
1094,"r00853","FMLRS","HBU",NA,NA,11,0.197352129,"","fs-052",3
1095,"r00182","FMLRS","HBU",NA,NA,21.6,0.197352129,"","fs-052",5
1096,"r00904","FMLRS","EIT",NA,NA,22,0.324676084,"","fs-052",5
1097,"r00183","FMLRS","BUR",NA,NA,41,0.639802871,"","fs-052",9
1098,"r00184","FMLRS","BUR",NA,NA,19.6,0.219633821,"","fs-052",4
1099,"r00185","FMLRS","BUR",NA,NA,15.2,0.11140846,"","fs-052",4
1100,"r00186","FMLRS","BUR",NA,NA,27.1,0.229183118,"","fs-052",6
1101,"r00193","FMLRS","ERS",NA,NA,9.1,0.108225361,"","fs-053",2
1102,"r00551","FMLRS","ERS",NA,NA,9.1,0.095492966,"","fs-053",2
1103,"r00554","FMLRS","ERS",NA,NA,9.1,0.08276057,"","fs-053",2
1104,"r00187","FMLRS","ERS",NA,NA,9.1,0.089126768,"","fs-053",2
1105,"r00189","FMLRS","ERS",NA,NA,9.1,0.11140846,"","fs-053",2
1106,"r00191","FMLRS","ERS",NA,NA,9.1,0.085943669,"","fs-053",2
1107,"r00192","FMLRS","ERS",NA,NA,9.1,0.105042262,"","fs-053",2
1108,"r00195","FMLRS","ERS",NA,NA,9.1,0.101859164,"","fs-053",2
1109,"r00196","FMLRS","ERS",NA,NA,9.1,0.089126768,"","fs-053",2
1110,"r00190","FMLRS","ERS",NA,NA,9.1,0.101859164,"","fs-053",2
1111,"r00198","FMLRS","ERS",NA,NA,9.1,0.117774658,"","fs-053",2
1112,"r00199","FMLRS","ERS",NA,NA,9.1,0.108225361,"","fs-053",2
1113,"r00553","FMLRS","ERS",NA,NA,9.1,0.079577472,"","fs-053",2
